authorId,contrib_index,contribution,ideas,type,syntax,semantic
VXNlcjo3ZTY3N2NjOS0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,57,"En finir avec la redistribution de l'impôt de tous pour financer la rémunération des 4 clergés en Alsace et Moselle et celle des enseignants de religion dans ces 3 départements, loin d'être les plus défavorisés de France. L'usage de l'impôt public doit respecter les principes de la RF : une et indivisible,, égalité et laïcité. Ces 3 départements par référendums locaux peuvent décider de financer par eux mêmes leurs clergés (Islam en étant exclu) leurs enseignants, sans rogner sur les deniers publics nationaux.","Il faut en finir avec la redistribution de l'impôt national pour financer les clergés et enseignants de religion en Alsace et Moselle || L'Alsace et la Moselle sont loin d'être les départements les plus défavorisés de France || L'usage de l'impôt public doit respecter les principes républicains d'unité, d'égalité et de laïcité || Ces départements peuvent décider de financer eux-mêmes leurs clergés et enseignants par référendums locaux || L'Islam doit être exclu du financement local des clergés || Le financement local des clergés ne doit pas rogner sur les deniers publics nationaux",statement,positive,neutral
VXNlcjpkMzFkYzQ5Ni0xZDUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,58,"""Combien coûte la retraite des fonctionnaires français ? 37 300 000 000 euros par an de retraites pour la fonction publique Chaque seconde le budget de l'Etat dépense 1182 euros pour payer la retraite des fonctionnaires, soit 37,3 milliards d'euros de retraites par an. Les fonctionnaires ne cotisent et ne couvrent qu'un quart de cette somme. Le régime des fonctionnaires est plus avantageux que celui du privé dans son mode de calcul: 6 derniers mois pris en compte, par opposition aux 25 meilleures années dans le privé. Réversion en cas de veuvage sans conditions de ressources, etc. En 2010, pour payer les retraites de ses fonctionnaires, l'Etat a versé 28 milliards d'euros, soit, comme employeur, un taux de cotisation de 62,14%. 25% Les fonctionnaires ne cotisent et ne couvrent qu'un quart de la somme qu'ils reçoivent en retraites. Le reste est couvert par les cotisations du secteur privé...""  Trop de privilèges payés par le privé pour le statut de fonctionnaire qui ne se justifie que pour l'armée , la police et la justice . Tout le reste trouve le même ou meilleur service dans le privé , et à payer selon besoin plutôt que toute une vie .","L'État dépense 37,3 milliards d'euros par an pour les retraites de la fonction publique || Les fonctionnaires ne cotisent et ne couvrent qu'un quart du montant de leurs retraites || Le régime de retraite des fonctionnaires est plus avantageux que celui du secteur privé || Le secteur privé finance le reste du coût des retraites des fonctionnaires || Le statut de fonctionnaire ne se justifie que pour l'armée, la police et la justice || Le secteur privé offre un meilleur service payable selon le besoin pour les autres fonctions",statement,positive,neutral
VXNlcjowZDllYzIyMS0xOTUwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,59,"L’idée générale, est de laisser le libre choix à chaque contribuable de choisir comment doit être investit l’argent de ses impôts.  Cette proposition est une base de réflexion, qui présente à mon avis de nombreux avantages, le premier et non le moindre étant une plus grande démocratisation de notre société, une responsabilisation et le sentiment pour tout un chacun  d’être décisionnaire et utile. Dans une moindre mesure, une  réconciliation (légère)  des français envers les impôts et taxes diverses, et surtout, un juste contrepoids envers les technocrates décisionnaires de Bercy.    L’idée est de rajouter un feuillet à la déclaration de revenus avec les catégories ci-dessous (liste non exhaustive.) Culture.   Défense.  Santé.  Écologie.  Économie.  Enseignement.  Justice.  Agriculture.  Sécurité.   Jeunesse et sports.      Chaque contribuable attribuerait un pourcentage dans les catégories qu’il désire (avec un maximum de15% pour une catégorie, afin de lisser les résultats). Ces pourcentages correspondraient à la part de leur impôt sur le revenu qu’il souhaiterait allouer à telle ou telle catégorie.   Afin que les personnes non imposables soient également  prisent en compte, et parce que l’impôt sur le revenus, n est qu’une source de taxe  parmi d’autres,  il suffirait, une fois la totalité des déclarations recueillies, de faire une moyenne nationale sur les pourcentages.  Ces pourcentages seraient ensuite appliqués sur 80%  du montant des autres taxes, (Impôt sur les sociétés, Taxe intérieure de consommation sur les produits énergétiques, Taxe sur la valeur ajoutée), les 20% restant  servant de marge de manœuvre à l’exécutif.  De plus, avec cette méthode, l’état disposerait d’un bel outil analytique. Il serait possible de voire par exemple, les attentes des contribuables par  niveau de revenu, par situation géographique, etc  etc, qui permettrait de coller le mieux possible dans la redistribution.",Chaque contribuable doit avoir le libre choix de l'investissement de l'argent de ses impôts || Cette proposition permettrait une plus grande démocratisation et une responsabilisation des citoyens || Le système agirait comme un contrepoids face aux technocrates et réconcilierait les Français avec l'impôt || Il faut ajouter un feuillet à la déclaration de revenus listant des catégories comme la santé ou l'éducation || Chaque contribuable attribuerait un pourcentage de son impôt aux catégories souhaitées avec un plafond de 15% || Une moyenne nationale des choix permettrait d'inclure les personnes non imposables dans le processus || Les pourcentages définis s'appliqueraient à 80% des autres taxes en laissant 20% de marge à l'exécutif || Cette méthode fournirait à l'État un outil analytique pour mieux comprendre les attentes des contribuables,statement,positive,neutral
VXNlcjo1NTkzMDkyZC0xZDdkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,60,"Lutter contre la fraude fiscale, imposer les entreprises et dirigeants qui gagnent de l'argent en France, réduire les privilèges des parlementaires et hauts fonctionnaires...Indexer les retraites sur l'inflation.",Il faut lutter contre la fraude fiscale || Il faut imposer les entreprises et les dirigeants qui gagnent de l'argent en France || Il faut réduire les privilèges des parlementaires et des hauts fonctionnaires || Il faut indexer les retraites sur l'inflation,statement,positive,neutral
VXNlcjo0NTM0Njg0Mi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,61,"Le train de vie de l’état doit être réduit drastiquement à la fois pour nos élus et pour la haute administration. Le Danemark peut servir de référence en cette matière, toute raison gardée.. Ceci est valable pour la vie quotidienne des élus   mais aussi pour la haute administration pléthorique et budgétivore. Nos anciens présidents , nos anciens premiers ministres, nos anciens ministres de l’intérieur, tout comme nos anciens préfets ou autres grands commis de l’état n’ont aucune raison d’être remerciés à vie pour les missions accomplies durant leur passage aux affaires. Tout comme les  soldats, les gendarmes, les pompiers qui accomplissent leurs missions, ils font leur job , c’est tout. La haute administration doit être limitée à quelques fonctions indispensables à la bonne marche du pays et les comités bidule supprimés car ils sont trop souvent créés ou maintenus pour seulement accueillir les ex . Les ‘re-casages ‘dans les Autorités  Administratives  Indépendantes ou dans les établissements publics à des niveaux de rémunération indus démontrent que le système s’auto-alimente, au détriment de l’efficacité et de la rigueur budgétaire Toute rémunération dans la Haute Fonction Publique devrait être limitée au niveau de celle du Président. de la Republique. On met toujours en avant la différence de salaire entre les fonctionnaires et les cadres supérieurs des entreprises. Il ne faut pas oublier que les premiers ont la garantie de l’emploi  à vie et que tous , en fonction de leur éthique sont disponibles 24h sur 24. Et que dire des privilèges des voitures de fonction, des appartements hausmaniens , des billets gratuits ? Ceci mériterait une nouvelle nuit du 4 aout.  En 2012 selon Challenges 656 hauts fonctionnaires dont 232 cadres de Bercy gagnaient plus que le Président, est-ce normal ? Echelle des salaires :Dans le privé, comme dans le public  l’échelle des salaires -tout inclus- doit être graduellement revue avec des objectifs dans le temps. Il est indispensable que cela soit fait  en incorporant au salaire tous les avantages de la fonction et en les rendant imposables au prix du marché. Les privilèges d'un autre temps , sur la gratuité des transports , l'électricité a faible coût ,  etc , faites à certaines catégories professionnelles  sont à abolir .",Le train de vie de l'État doit être réduit drastiquement pour les élus et la haute administration || Le modèle du Danemark peut servir de référence pour réduire le train de vie de l'État || La haute administration est devenue pléthorique et budgétivore || Les anciens hauts responsables de l'État n'ont aucune raison de conserver des avantages à vie || La haute administration doit être limitée aux fonctions indispensables au pays || Les comités créés uniquement pour recaser les anciens élus doivent être supprimés || Le recasage dans les établissements publics alimente le système au détriment de l'efficacité budgétaire || La rémunération dans la Haute Fonction Publique devrait être limitée au niveau de celle du Président || Il ne faut pas oublier la garantie de l'emploi des fonctionnaires lors des comparaisons salariales avec le privé || Les privilèges tels que les voitures de fonction et les logements gratuits doivent être abolis || Le fait que des centaines de hauts fonctionnaires gagnent plus que le Président est remis en question || L'échelle des salaires dans le privé et le public doit être revue avec des objectifs temporels || Les avantages en nature doivent être intégrés au salaire et rendus imposables au prix du marché || Les avantages catégoriels sur les transports ou l'énergie sont à abolir,statement,positive,neutral
VXNlcjpjODkxZDk3YS0xZDc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,62,une meilleure répartition des prélèvements / création de nouvelles tranches d'impositions plus équitables.,Il faut assurer une meilleure répartition des prélèvements || Il faut créer de nouvelles tranches d'imposition plus équitables,statement,positive,neutral
VXNlcjo2NjBkZTdlYS0xZDQ5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,63,"1/Pour rendre crédible et acceptable les hausses de taxes et ou impôts, il faut commencer par une véritable chasse à la dépense public, Nombre et coût de la représentation, assemblée nationale et sénat, nombre et coût des différentes institutions, nombre et coût des hauts fonctionnaires, après et uniquement après cette mise en ordre réelle,  je suis prêt à entendre les hausses de taxes. 2/Et toujours dans la crédibilité, stopper les aides à la migration, les aides sociales avec des sommes d’argent distribuées sans contrôle. 3/Et encore, stopper les rémunérations des anciens présidents, des anciens ministres, anciens etc. ,,,   4/Pour résumé, il faut montrer l’exemple en termes de bonne gestion des finances publiques","Il faut commencer par une véritable réduction des dépenses publiques (représentation, institutions, hauts fonctionnaires) pour rendre crédibles les hausses d'impôts || Il faut stopper les aides à la migration || Il faut stopper les aides sociales distribuées sans contrôle || Il faut supprimer les rémunérations des anciens présidents et des anciens ministres || Il faut montrer l'exemple en termes de bonne gestion des finances publiques",statement,positive,neutral
VXNlcjo3YjIzMzMzMS0xZDlhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,64,"Il me semble que les travaux internationaux d'experts  tels que Thomas Piketty, ou encore M. Stiglitz et d'autres pourraient inspirer plus fortement les hauts fonctionnaires de Bercy et le ministre des finances.",Les travaux internationaux d'experts tels que Thomas Piketty ou M. Stiglitz devraient inspirer plus fortement les hauts fonctionnaires de Bercy et le ministre des finances,statement,positive,neutral
VXNlcjozZjlhNzAwOS0xYTc2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,65,plus de tranche sur le revenu,Il faut augmenter le nombre de tranches de l'impôt sur le revenu,statement,positive,neutral
VXNlcjo3ZTc0OTQwNi0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,66,augmenter le nombre de tranches pour faire payer davantage les hauts revenus  et taxer davantage les grandes entreprises,Augmenter le nombre de tranches pour faire payer davantage les hauts revenus || Taxer davantage les grandes entreprises,statement,positive,neutral
VXNlcjplNjQ4YTI1OS0xYTY3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,67,la taxe d'habitation pour tous ou pour personne la CSG retraite pour tous les retaités ou pour personne. L'impôt sur le revenu pour tous et tous les revenus,La taxe d'habitation doit s'appliquer à tous ou à personne || La CSG sur les retraites doit s'appliquer à tous les retraités ou à personne || L'impôt sur le revenu doit s'appliquer à tous les citoyens et sur tous les types de revenus,statement,positive,neutral
VXNlcjphNTYxMzIzMi0xZDU4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,68,"augmenter les impôts directs sur les hauts revenus. ( scandale de la suppression de l'ISF. ) Arrêter la "" pédagogie"" de la baisse des impôts ex : "" trop d'impôt tue l'impôt "" etc... lutter efficacement contre la fraude et l'évasion fiscale......","Il faut augmenter les impôts directs sur les hauts revenus || La suppression de l'ISF est un scandale || Il faut arrêter la ""pédagogie"" de la baisse des impôts || Il faut lutter efficacement contre la fraude et l'évasion fiscale",statement,positive,neutral
VXNlcjpkZTljZTNlMi0xZDUxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,70,.,,statement,positive,neutral
VXNlcjoxZDE5YmVjNy0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,71,Que la France suive l’Islande et mette les banques sous tutelle ou les nationalise afin d'effacer la dette.,La France doit suivre l'exemple de l'Islande || Il faut mettre les banques sous tutelle ou les nationaliser || L'objectif de ces mesures est d'effacer la dette,statement,positive,neutral
VXNlcjpjMGI5MDIxMS0xZDlmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,73,"que TOUT LE Monde paye des impôts, à sa mesure et selon ses revenus bien sûr, car il est important que : - chaque citoyen se sente CONCERNE - il n'y ait PLUS d'un côté ceux qui payent l'impôt et de l'autre ceux qui reçoivent les aides sans être concernés.",Tout le monde doit payer des impôts selon ses revenus || Il est important que chaque citoyen se sente concerné || Il ne doit plus y avoir de séparation entre ceux qui paient l'impôt et ceux qui reçoivent des aides,statement,positive,neutral
VXNlcjo3YWRlNjU2Ny0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,74,augmenter fiscalité des gafa,Augmenter la fiscalité des GAFA,statement,positive,neutral
VXNlcjo4M2U4OTIzNS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,75,"que l’impôt sur le revenu soit l’impôt principal en fusionnant les autres impôts a lui même, chacun contribue a hauteur de ces revenus pour plus de solidarité.",L'impôt sur le revenu doit devenir l'impôt principal en fusionnant les autres impôts avec lui || Chacun doit contribuer à hauteur de ses revenus pour plus de solidarité,statement,positive,neutral
VXNlcjo0ODgyNDk2ZC0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,76,"tout le monde doit être soumis à l'impot sur le revenu. La redistribution n'est acceptable que si elle n'est pas financée par une fiscalité confiscatoire. Au delà de 30%, l'impot devient confiscatoire.","Tout le monde doit être soumis à l'impôt sur le revenu || La redistribution n'est acceptable que si elle n'est pas financée par une fiscalité confiscatoire || Au-delà de 30%, l'impôt devient confiscatoire",statement,positive,neutral
VXNlcjpkOTZjMDI5OS0xZGMwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,77,"Que tout le monde soit imposable, et que chacun paye ses impôts en fonction de ce qu'il gagne, pas d'exception",Tout le monde doit être imposable || Chacun doit payer ses impôts en fonction de ce qu'il gagne || Il ne doit pas y avoir d'exception,statement,positive,neutral
VXNlcjozMjI1MjhmMC0xZDc3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,78,"le taux d'imposition le même pour tous sans exception par exemple suppression csg pour retratite de 2000 euros mais en couplu 2750 euros ,encore une injustice.2000 euros pour tous les retraites en couple ou non.",Le taux d'imposition doit être le même pour tous || Les seuils de suppression de la CSG pour les retraités en couple sont injustes || Il faut appliquer le seuil de 2000 euros à tous les retraités même s'ils sont en couple,statement,positive,neutral
VXNlcjphYzE0ODc2YS0xZDRkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,79,Plus taxer les riches avec le le retour de l'ISF,Il faut taxer davantage les riches avec le retour de l'ISF,statement,positive,neutral
VXNlcjo2ZmU2M2ZjZS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,80,"Réduire les impôts pour les familles nombreuses de la classe moyenne et aisée. C'est la double peine: nous devons tout payer (école, crèche, garderie, nounou, loisirs...) et les aides se réduisent, et nous n'avons droit à presque rien. Les enfants sont l'avenir de notre pays, et il vaudrait mieux favoriser des familles qui ont les moyens de leur donner une bonne éducation mais qui ont besoin d'un ""coup de pouce"" pendant les années où les enfants sont à charge.","Il faut réduire les impôts pour les familles nombreuses de la classe moyenne et aisée || Les familles de la classe moyenne et aisée subissent une double peine en devant tout payer alors que les aides diminuent || Ces familles n'ont droit à presque rien || Les enfants sont l'avenir du pays || Il faut favoriser les familles capables d'offrir une bonne éducation mais ayant besoin d'un ""coup de pouce"" temporaire",statement,positive,neutral
VXNlcjoxZWY1YTVkNi0xZDhkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,81,Que chaque citoyen paye des impôts à hauteur de ses revenus Moins de taxes directes ou indirectes notamment sur les produits dérivés du pétrole et sur l'énergie.,Chaque citoyen doit payer des impôts à hauteur de ses revenus || Il faut moins de taxes directes ou indirectes sur les produits dérivés du pétrole et sur l'énergie,statement,positive,neutral
VXNlcjo3ZWVjMTMyZi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,82,"J'ai toujours payé mes impôts, même si aujourd'hui la pression fiscale est très importante. L'augmentation des salaires peut permettre des rentrées fiscales plus importantes, une reprise de la consommation, une croissance plus forte. Il faut que les entreprises, les TRES grosses entreprises, payent leurs impôts et leurs cotisations ! Qu'elles cessent de faire du chantage en prétextant qu'elles vont devoir licencier !! La justice fiscale c'est aussi ça ! Que tout le monde paye à hauteur de ce qu'il doit payer pour que la société tourne dans le bon sens.  Rétablir l'ISF me semble indispensable également.","La pression fiscale est aujourd'hui très importante || L'augmentation des salaires peut permettre des rentrées fiscales plus importantes, une reprise de la consommation et une croissance plus forte || Les très grosses entreprises doivent payer leurs impôts et leurs cotisations || Les entreprises doivent cesser de faire du chantage au licenciement || Tout le monde doit payer ses impôts à hauteur de ce qu'il doit pour assurer la justice fiscale || Il est indispensable de rétablir l'ISF",statement,positive,neutral
VXNlcjoyNjc0NjViOS0xYmMzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,83,refonte complète du système fiscale,Il faut une refonte complète du système fiscal,statement,positive,neutral
VXNlcjpmNjJiZmYxMy0xZDdiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,84,"Tout citoyen paye un impôt sur le revenu, selon ses moyens, pas seulement moins la moitié de la population. Ceci afin de réduire les taxes et impots indirects payés par tout consommateur","Tout citoyen doit payer un impôt sur le revenu selon ses moyens, et pas seulement moins de la moitié de la population || Il faut réduire les taxes et impôts indirects payés par tout consommateur",statement,positive,neutral
VXNlcjowOGFiM2M2Yi0xZDZiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,85,Egalité citoyenne vis à vis de l'impôt et ne pas faire des clans salariés retraités chômeurs etc.,"L'égalité citoyenne vis-à-vis de l'impôt doit être respectée || Il ne faut pas faire de clans entre les salariés, les retraités et les chômeurs",statement,positive,neutral
VXNlcjo1YWU3MzdhOC0xZTIyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,86,Que le barème soit le même pour tous le monde pour l ir la taxe foncière et d habitation,"[PARSE_FAIL] 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more de",statement,positive,neutral
VXNlcjpkYTczNDcwYi0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,87,"Tout le monde doit participer à l'effort.  La lutte contre l'évasion fiscale doit être une priorité car il est facile de faire la chasse aux  petits revenus qui tentent de contourner la législation alors que les plus riches bénéficient de tout un système qui leur est dédié.  Ramener dans les comptes tout l'argent"" évadé"" solutionnerait beaucoup de problème de budget (santé, social, public, etc.)  I lest également inadmissible que de grands chefs d'entreprises du CAC 40, représentant la France soit résident fiscal ailleurs qu'en France",Tout le monde doit participer à l'effort || La lutte contre l'évasion fiscale doit être une priorité || Il est plus facile de contrôler les petits revenus que les riches qui bénéficient d'un système dédié || Le rapatriement de l'argent évadé solutionnerait de nombreux problèmes budgétaires || Il est inadmissible que des dirigeants du CAC 40 soient résidents fiscaux à l'étranger,statement,positive,neutral
VXNlcjpkNjA0Y2EyMy0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,88,Supprimer toutes les niches fiscales qui avantagent certains de nos contribuables et notamment les plus aisés,Supprimer toutes les niches fiscales qui avantagent certains de nos contribuables et notamment les plus aisés,statement,positive,neutral
VXNlcjplOGJlNDE3Yy0xYjNlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,89,"Rétablissement d’un l’ISF conditionné : 	Les contribuables sujets à l’ISF qui investissent effectivement dans l’économie la part d’impôt qu’ils devraient normalement payer en seraient dispensés. Les autres paieraient l’ISF. Suppression de la TVA sur les taxes pour les factures d’eau, d’électricité, de gaz, etc. Réduction du taux de TVA de 20% pour les biens d'équipement du logement et certains travaux d'amélioration de l'environnement de l'habitat Rétablissement d’un taux de TVA majoré pour les produits de luxe. Tous les contribuables résidant à l’étranger qui gagnent de l’argent en France doivent être imposés en France pour ces revenus (sportifs, acteurs, chanteurs, chefs d'entreprise...). Toutes les entreprises étrangères qui gagnent de l’argent en France devraient payer un impôt forfaitaire par tranches de chiffre d'affaires réalisé en France à déterminer pour ne pas les faire fuirent. Ou définir un taux commun avec les autres pays de l'UE. Supprimer les niches fiscales. Supprimer les réductions d’impôt pour les cotisations aux parties politiques. Réduire drastiquement les avantages donnés aux élus (appartement de fonction, budget informatique, voiture avec chauffeur…) Réduire les rémunérations des hauts fonctionnaires. Remettre en place les portiques pour les poids lourds étrangers uniquement. Supprimer la CSG sur les retraites. Ne pas imposer la CSG non déductible. Lutter contre la fraude fiscale et sanctionner sévèrement Instaurer un impôt symbolique même très bas pour tous les revenus même très bas","Il faut rétablir un ISF conditionné où ceux qui investissent dans l'économie sont dispensés et les autres paient || La TVA sur les taxes des factures d'eau, d'électricité et de gaz doit être supprimée || Le taux de TVA pour les biens d'équipement du logement et les travaux d'amélioration de l'habitat doit être réduit || Un taux de TVA majoré pour les produits de luxe doit être rétabli || Les contribuables résidant à l’étranger qui gagnent de l’argent en France doivent être imposés en France sur ces revenus || Les entreprises étrangères doivent payer un impôt forfaitaire sur leur chiffre d'affaires en France calibré pour ne pas les faire fuir || Un taux d'imposition commun avec les autres pays de l'UE devrait être défini || Il faut supprimer les niches fiscales || Les réductions d’impôt pour les cotisations aux partis politiques doivent être supprimées || Les avantages matériels donnés aux élus doivent être réduits drastiquement || Les rémunérations des hauts fonctionnaires doivent être réduites || Il faut remettre en place les portiques pour les poids lourds étrangers uniquement || La CSG sur les retraites doit être supprimée || Il ne faut pas imposer la CSG non déductible || Il faut lutter contre la fraude fiscale et la sanctionner sévèrement || Un impôt symbolique devrait être instauré pour tous les revenus même les plus bas",statement,positive,neutral
VXNlcjowNWY3ZjM4My0xZDViLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,90,"Prélèvement à la source des honoraires des Acteurs,Chanteurs,Sportifs.(certains partent a l’étranger sans payer d’impôts) Les Dirigeants d’Entreprise,dont l'Etat est actionnaire ou a donné des aides  doivent payer leurs impôts en France.(Carlos Gohn... Intégrer les ouvres d'art dans les succession à partir d'un plafond à définir","Il faut instaurer le prélèvement à la source sur les honoraires des acteurs, chanteurs et sportifs || Certains professionnels partent à l'étranger sans payer d'impôts || Les dirigeants d'entreprises dont l'État est actionnaire ou a donné des aides doivent payer leurs impôts en France || Il faut intégrer les œuvres d'art dans les successions à partir d'un plafond à définir",statement,positive,neutral
VXNlcjozNDIwMzhjMC0xZDRiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,91,Chaque citoyen même modeste devrait payer l'impôt sur le revenu. Ne pas prendre la classe moyenne pour des vaches à lait. Supprimer la taxe d'habitation pour tout le monde et ne pas faire payer à nouveau la classe moyenne.,"Chaque citoyen, même modeste, devrait payer l'impôt sur le revenu || Il ne faut pas prendre la classe moyenne pour des vaches à lait || Il faut supprimer la taxe d'habitation pour tout le monde || Il ne faut pas faire payer à nouveau la classe moyenne",statement,positive,neutral
VXNlcjowYzhiMzM1Ny0xYTU4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,93,"Qu'elle frappe en priorité les TRES RICHES : ISF, FLAT TAXE.....TAXER l'EVASION FISCALE ....Supprimer toutes les niches fiscales inefficaces et couteuses","La fiscalité doit frapper en priorité les très riches, notamment via l'ISF ou la Flat Tax || Il faut taxer l'évasion fiscale || Il faut supprimer toutes les niches fiscales inefficaces et coûteuses",statement,positive,neutral
VXNlcjoyZDVlMjZlZS0xZDc5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,94,"Que tout le monde paie des impôts depuis le premier euro gagné, y compris sur les prestations sociales, que les tranches d'impôts soient plus nombreuses et progressives. Supprimer l'augmentation de la CSG pour les retraités, c'est injuste.","Tout le monde doit payer des impôts dès le premier euro gagné, y compris sur les prestations sociales || Les tranches d'impôts doivent être plus nombreuses et progressives || Il faut supprimer l'augmentation de la CSG pour les retraités || L'augmentation de la CSG pour les retraités est injuste",statement,positive,neutral
VXNlcjo5YmJhZGMzMi0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,95,Diminuer le nombre de fonctionnaires: pourquoi les jardiniers ds les collectivités st ils fonctionnaires?? Diminuer le nombre d'agences publiques créées pour recaser confortablement des politiques et alii.,Il faut diminuer le nombre de fonctionnaires || Les jardiniers des collectivités ne devraient pas être fonctionnaires || Il faut diminuer le nombre d'agences publiques créées pour recaser confortablement des politiques et autres,statement,positive,neutral
VXNlcjpkZmE1YTgxNS0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,96,"que chaque citoyen paye l'impôt , même participation très faible","Chaque citoyen doit payer l'impôt, même si la participation est très faible",statement,positive,neutral
VXNlcjowODE5YzhiNi0xZDUxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,97,"Les tranches d'impositions devraient davantage intégrer la situation familliale (personne isolée avec enfant,veuve)et tenir compte des ressources réélles.","Les tranches d'imposition devraient davantage intégrer la situation familiale, notamment pour les personnes isolées avec enfant ou veuves || Les tranches d'imposition devraient tenir compte des ressources réelles",statement,positive,neutral
VXNlcjozM2EwNTM3Ni0xY2Q1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,99,"Tous nous devons contribuer à hauteur raisonnable en fonction de nos revenus et de TOUS les revenus (prestations familiales et sociales, hormis APL cela serait trop complexe, prisent en compte dans le calcul des impots. Un contribuable sans aucune aide doit payer la même imposition qu'un contribuable avec aides.  On commence par 20 euros annuels pour tous les foyers fiscaux et augmente avec plus de tranches pour s'adapter plus justement au revenu, sans étrangler les très haut revenus mais en leur imposant un pourcentage (25%) non défiscalisable.   L'ISF étant une mauvaise chose, puisqu'il faut que les 'gros revenus' investissent; on incite les 'gros revenus' à investir dans la transition écologique ou à l'investissement dans notre savoir faire en soutenant les entreprises française et ON CONTROLE. Si pas d'investissement à hauteur de l'ISF, ils payent la différence.","Chacun doit contribuer à l'impôt en fonction de l'ensemble de ses revenus, incluant les prestations sociales mais excluant les APL || Un contribuable percevant des aides doit payer la même imposition qu'un contribuable sans aide à revenus totaux équivalents || L'imposition doit commencer par un montant minimum de 20 euros annuels pour tous les foyers fiscaux || Le système doit comporter plus de tranches d'imposition pour s'adapter plus justement au revenu || La fiscalité ne doit pas étrangler les très hauts revenus || Il faut imposer aux très hauts revenus un taux de 25% non défiscalisable || L'ISF est une mauvaise chose car il empêche les gros revenus d'investir || Il faut inciter les gros revenus à investir dans la transition écologique ou le savoir-faire français || L'État doit contrôler la réalité des investissements réalisés par les gros revenus || Les gros revenus doivent payer la différence s'ils n'investissent pas à hauteur du montant de l'ISF",statement,positive,neutral
VXNlcjpjMDBhZDU0OC0xZTFmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,101,"CSG de +1,7 % pour les retraités à supprimer totalement et revaloriser les retraites sur l'inflation, celles ci étant bloquées depuis trop longtemps 2013? Que la CSG soit progressive, limpot sur le revenu l'est et la CSG  qui est plus importante financièrement ne l'est pas","Il faut supprimer totalement la hausse de CSG de 1,7 % pour les retraités || Il faut revaloriser les retraites sur l'inflation || Les retraites sont bloquées depuis trop longtemps || La CSG doit devenir progressive || L'impôt sur le revenu est progressif || La CSG n'est pas progressive bien qu'elle soit financièrement plus importante",statement,positive,neutral
VXNlcjo3MGRjZGM3MS0xZDYwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,103,Tout le monde doit payer des impôts en fonction des revenus même les plus bas car c'est un acte citoyen.,"Tout le monde doit payer des impôts en fonction des revenus, même les plus bas || Le paiement de l'impôt est un acte citoyen",statement,positive,neutral
